reserved_od,service,region,type,multiaz,license,os/db,utilization,term,payment_type,price,upfront
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswin,heavy,1,allUpfront,,3466.0
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswin,heavy,1,noUpfront,0.471,
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswin,heavy,1,partialUpfront,0.14100000000000001,2287.0
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswin,heavy,3,allUpfront,,7575.0
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswin,heavy,3,partialUpfront,0.12300000000000001,4827.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswin,heavy,1,allUpfront,,6864.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswin,heavy,1,noUpfront,0.9099999999999999,
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswin,heavy,1,partialUpfront,0.27899999999999997,4552.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswin,heavy,3,allUpfront,,14633.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswin,heavy,3,partialUpfront,0.237,9339.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswin,heavy,1,allUpfront,,12241.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswin,heavy,1,noUpfront,1.6680000000000001,
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswin,heavy,1,partialUpfront,0.5,8111.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswin,heavy,3,allUpfront,,26055.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswin,heavy,3,partialUpfront,0.422,16628.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswin,heavy,1,allUpfront,,17205.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswin,heavy,1,noUpfront,2.3449999999999998,
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswin,heavy,1,partialUpfront,0.7020000000000001,11407.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswin,heavy,3,allUpfront,,35557.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswin,heavy,3,partialUpfront,0.5760000000000001,22690.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswin,heavy,1,allUpfront,,4769.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswin,heavy,1,noUpfront,0.65,
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswin,heavy,1,partialUpfront,0.27799999999999997,2432.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswin,heavy,3,allUpfront,,9649.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswin,heavy,3,partialUpfront,0.254,3590.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswin,heavy,1,allUpfront,,9545.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswin,heavy,1,noUpfront,1.301,
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswin,heavy,1,partialUpfront,0.5559999999999999,4870.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswin,heavy,3,allUpfront,,19263.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswin,heavy,3,partialUpfront,0.507,7169.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswin,heavy,1,allUpfront,,19085.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswin,heavy,1,noUpfront,2.601,
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswin,heavy,1,partialUpfront,1.1119999999999999,9734.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswin,heavy,3,allUpfront,,38526.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswin,heavy,3,partialUpfront,1.014,14338.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswin,heavy,1,allUpfront,,38163.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswin,heavy,1,noUpfront,5.201,
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswin,heavy,1,partialUpfront,2.223,19469.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswin,heavy,3,allUpfront,,77029.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswin,heavy,3,partialUpfront,2.027,28677.0
reserved,ec2,us-gov-west-1,d2.xlarge,,,mswin,heavy,1,allUpfront,,4860.0
reserved,ec2,us-gov-west-1,d2.xlarge,,,mswin,heavy,1,noUpfront,0.633,
reserved,ec2,us-gov-west-1,d2.xlarge,,,mswin,heavy,1,partialUpfront,0.28200000000000003,2466.0
reserved,ec2,us-gov-west-1,d2.xlarge,,,mswin,heavy,3,allUpfront,,10167.0
reserved,ec2,us-gov-west-1,d2.xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,d2.xlarge,,,mswin,heavy,3,partialUpfront,0.20099999999999998,5282.0
reserved,ec2,us-gov-west-1,d2.2xlarge,,,mswin,heavy,1,allUpfront,,9710.0
reserved,ec2,us-gov-west-1,d2.2xlarge,,,mswin,heavy,1,noUpfront,1.2650000000000001,
reserved,ec2,us-gov-west-1,d2.2xlarge,,,mswin,heavy,1,partialUpfront,0.5630000000000001,4928.0
reserved,ec2,us-gov-west-1,d2.2xlarge,,,mswin,heavy,3,allUpfront,,20359.0
reserved,ec2,us-gov-west-1,d2.2xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,d2.2xlarge,,,mswin,heavy,3,partialUpfront,0.40299999999999997,10578.0
reserved,ec2,us-gov-west-1,d2.4xlarge,,,mswin,heavy,1,allUpfront,,19430.0
reserved,ec2,us-gov-west-1,d2.4xlarge,,,mswin,heavy,1,noUpfront,2.532,
reserved,ec2,us-gov-west-1,d2.4xlarge,,,mswin,heavy,1,partialUpfront,1.1260000000000001,9859.0
reserved,ec2,us-gov-west-1,d2.4xlarge,,,mswin,heavy,3,allUpfront,,40694.0
reserved,ec2,us-gov-west-1,d2.4xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,d2.4xlarge,,,mswin,heavy,3,partialUpfront,0.8049999999999999,21142.0
reserved,ec2,us-gov-west-1,d2.8xlarge,,,mswin,heavy,1,allUpfront,,40173.0
reserved,ec2,us-gov-west-1,d2.8xlarge,,,mswin,heavy,1,noUpfront,5.213,
reserved,ec2,us-gov-west-1,d2.8xlarge,,,mswin,heavy,1,partialUpfront,2.326,20376.0
reserved,ec2,us-gov-west-1,d2.8xlarge,,,mswin,heavy,3,allUpfront,,85354.0
reserved,ec2,us-gov-west-1,d2.8xlarge,,,mswin,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,d2.8xlarge,,,mswin,heavy,3,partialUpfront,1.6849999999999998,44269.0
reserved,ec2,us-gov-west-1,m4.large,,,mswinSQL,heavy,1,allUpfront,,8078.0
reserved,ec2,us-gov-west-1,m4.large,,,mswinSQL,heavy,1,noUpfront,0.9401506849315068,
reserved,ec2,us-gov-west-1,m4.large,,,mswinSQL,heavy,1,partialUpfront,0.46199999999999997,4047.0
reserved,ec2,us-gov-west-1,m4.large,,,mswinSQL,heavy,3,allUpfront,,23318.0
reserved,ec2,us-gov-west-1,m4.large,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m4.large,,,mswinSQL,heavy,3,partialUpfront,0.4454931506849315,11708.0
reserved,ec2,us-gov-west-1,m4.xlarge,,,mswinSQL,heavy,1,allUpfront,,9436.0
reserved,ec2,us-gov-west-1,m4.xlarge,,,mswinSQL,heavy,1,noUpfront,1.113123287671233,
reserved,ec2,us-gov-west-1,m4.xlarge,,,mswinSQL,heavy,1,partialUpfront,0.5405068493150685,4735.0
reserved,ec2,us-gov-west-1,m4.xlarge,,,mswinSQL,heavy,3,allUpfront,,26505.0
reserved,ec2,us-gov-west-1,m4.xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m4.xlarge,,,mswinSQL,heavy,3,partialUpfront,0.508,13350.0
reserved,ec2,us-gov-west-1,m4.2xlarge,,,mswinSQL,heavy,1,allUpfront,,18873.0
reserved,ec2,us-gov-west-1,m4.2xlarge,,,mswinSQL,heavy,1,noUpfront,2.2262602739726027,
reserved,ec2,us-gov-west-1,m4.2xlarge,,,mswinSQL,heavy,1,partialUpfront,1.081,9470.0
reserved,ec2,us-gov-west-1,m4.2xlarge,,,mswinSQL,heavy,3,allUpfront,,52985.0
reserved,ec2,us-gov-west-1,m4.2xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m4.2xlarge,,,mswinSQL,heavy,3,partialUpfront,1.0155068493150685,26687.0
reserved,ec2,us-gov-west-1,m4.4xlarge,,,mswinSQL,heavy,1,allUpfront,,37746.0
reserved,ec2,us-gov-west-1,m4.4xlarge,,,mswinSQL,heavy,1,noUpfront,4.4525205479452055,
reserved,ec2,us-gov-west-1,m4.4xlarge,,,mswinSQL,heavy,1,partialUpfront,2.162,18939.0
reserved,ec2,us-gov-west-1,m4.4xlarge,,,mswinSQL,heavy,3,allUpfront,,105970.0
reserved,ec2,us-gov-west-1,m4.4xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m4.4xlarge,,,mswinSQL,heavy,3,partialUpfront,2.031,53375.0
reserved,ec2,us-gov-west-1,m4.10xlarge,,,mswinSQL,heavy,1,allUpfront,,94364.0
reserved,ec2,us-gov-west-1,m4.10xlarge,,,mswinSQL,heavy,1,noUpfront,11.131301369863014,
reserved,ec2,us-gov-west-1,m4.10xlarge,,,mswinSQL,heavy,1,partialUpfront,5.405,47348.0
reserved,ec2,us-gov-west-1,m4.10xlarge,,,mswinSQL,heavy,3,allUpfront,,264926.0
reserved,ec2,us-gov-west-1,m4.10xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m4.10xlarge,,,mswinSQL,heavy,3,partialUpfront,5.077506849315069,133437.0
reserved,ec2,us-gov-west-1,m4.16xlarge,,,mswinSQL,heavy,1,allUpfront,,150982.0
reserved,ec2,us-gov-west-1,m4.16xlarge,,,mswinSQL,heavy,1,noUpfront,17.810082191780822,
reserved,ec2,us-gov-west-1,m4.16xlarge,,,mswinSQL,heavy,1,partialUpfront,8.648,75757.0
reserved,ec2,us-gov-west-1,m4.16xlarge,,,mswinSQL,heavy,3,allUpfront,,423882.0
reserved,ec2,us-gov-west-1,m4.16xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m4.16xlarge,,,mswinSQL,heavy,3,partialUpfront,8.124013698630137,213499.0
reserved,ec2,us-gov-west-1,m3.large,,,mswinSQL,heavy,1,allUpfront,,5063.0
reserved,ec2,us-gov-west-1,m3.large,,,mswinSQL,heavy,1,noUpfront,0.7530000000000001,
reserved,ec2,us-gov-west-1,m3.large,,,mswinSQL,heavy,1,partialUpfront,0.43900000000000006,1794.0
reserved,ec2,us-gov-west-1,m3.large,,,mswinSQL,heavy,3,allUpfront,,13120.0
reserved,ec2,us-gov-west-1,m3.large,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m3.large,,,mswinSQL,heavy,3,partialUpfront,0.379,4654.0
reserved,ec2,us-gov-west-1,m3.xlarge,,,mswinSQL,heavy,1,allUpfront,,6331.0
reserved,ec2,us-gov-west-1,m3.xlarge,,,mswinSQL,heavy,1,noUpfront,0.942,
reserved,ec2,us-gov-west-1,m3.xlarge,,,mswinSQL,heavy,1,partialUpfront,0.5489999999999999,2243.0
reserved,ec2,us-gov-west-1,m3.xlarge,,,mswinSQL,heavy,3,allUpfront,,16405.0
reserved,ec2,us-gov-west-1,m3.xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m3.xlarge,,,mswinSQL,heavy,3,partialUpfront,0.474,5817.0
reserved,ec2,us-gov-west-1,m3.2xlarge,,,mswinSQL,heavy,1,allUpfront,,11647.0
reserved,ec2,us-gov-west-1,m3.2xlarge,,,mswinSQL,heavy,1,noUpfront,1.7329999999999999,
reserved,ec2,us-gov-west-1,m3.2xlarge,,,mswinSQL,heavy,1,partialUpfront,1.0090000000000001,4134.0
reserved,ec2,us-gov-west-1,m3.2xlarge,,,mswinSQL,heavy,3,allUpfront,,30204.0
reserved,ec2,us-gov-west-1,m3.2xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,m3.2xlarge,,,mswinSQL,heavy,3,partialUpfront,0.873,10703.0
reserved,ec2,us-gov-west-1,c4.large,,,mswinSQL,heavy,1,allUpfront,,7914.0
reserved,ec2,us-gov-west-1,c4.large,,,mswinSQL,heavy,1,noUpfront,0.9179178082191781,
reserved,ec2,us-gov-west-1,c4.large,,,mswinSQL,heavy,1,partialUpfront,0.4524931506849315,3964.0
reserved,ec2,us-gov-west-1,c4.large,,,mswinSQL,heavy,3,allUpfront,,23021.0
reserved,ec2,us-gov-west-1,c4.large,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c4.large,,,mswinSQL,heavy,3,partialUpfront,0.4394931506849315,11550.0
reserved,ec2,us-gov-west-1,c4.xlarge,,,mswinSQL,heavy,1,allUpfront,,9119.0
reserved,ec2,us-gov-west-1,c4.xlarge,,,mswinSQL,heavy,1,noUpfront,1.0698356164383562,
reserved,ec2,us-gov-west-1,c4.xlarge,,,mswinSQL,heavy,1,partialUpfront,0.522,4573.0
reserved,ec2,us-gov-west-1,c4.xlarge,,,mswinSQL,heavy,3,allUpfront,,25912.0
reserved,ec2,us-gov-west-1,c4.xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c4.xlarge,,,mswinSQL,heavy,3,partialUpfront,0.496,13035.0
reserved,ec2,us-gov-west-1,c4.2xlarge,,,mswinSQL,heavy,1,allUpfront,,18238.0
reserved,ec2,us-gov-west-1,c4.2xlarge,,,mswinSQL,heavy,1,noUpfront,2.1396849315068494,
reserved,ec2,us-gov-west-1,c4.2xlarge,,,mswinSQL,heavy,1,partialUpfront,1.044,9145.0
reserved,ec2,us-gov-west-1,c4.2xlarge,,,mswinSQL,heavy,3,allUpfront,,51824.0
reserved,ec2,us-gov-west-1,c4.2xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c4.2xlarge,,,mswinSQL,heavy,3,partialUpfront,0.992,26070.0
reserved,ec2,us-gov-west-1,c4.4xlarge,,,mswinSQL,heavy,1,allUpfront,,36475.0
reserved,ec2,us-gov-west-1,c4.4xlarge,,,mswinSQL,heavy,1,noUpfront,4.279356164383562,
reserved,ec2,us-gov-west-1,c4.4xlarge,,,mswinSQL,heavy,1,partialUpfront,2.088,18291.0
reserved,ec2,us-gov-west-1,c4.4xlarge,,,mswinSQL,heavy,3,allUpfront,,103673.0
reserved,ec2,us-gov-west-1,c4.4xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c4.4xlarge,,,mswinSQL,heavy,3,partialUpfront,1.9844931506849315,52153.0
reserved,ec2,us-gov-west-1,c4.8xlarge,,,mswinSQL,heavy,1,allUpfront,,80756.0
reserved,ec2,us-gov-west-1,c4.8xlarge,,,mswinSQL,heavy,1,noUpfront,9.44954794520548,
reserved,ec2,us-gov-west-1,c4.8xlarge,,,mswinSQL,heavy,1,partialUpfront,4.621506849315068,40484.0
reserved,ec2,us-gov-west-1,c4.8xlarge,,,mswinSQL,heavy,3,allUpfront,,230763.0
reserved,ec2,us-gov-west-1,c4.8xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c4.8xlarge,,,mswinSQL,heavy,3,partialUpfront,4.414506849315068,116013.0
reserved,ec2,us-gov-west-1,c3.xlarge,,,mswinSQL,heavy,1,allUpfront,,5879.0
reserved,ec2,us-gov-west-1,c3.xlarge,,,mswinSQL,heavy,1,noUpfront,0.801,
reserved,ec2,us-gov-west-1,c3.xlarge,,,mswinSQL,heavy,1,partialUpfront,0.411,2399.0
reserved,ec2,us-gov-west-1,c3.xlarge,,,mswinSQL,heavy,3,allUpfront,,15134.0
reserved,ec2,us-gov-west-1,c3.xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c3.xlarge,,,mswinSQL,heavy,3,partialUpfront,0.368,6430.0
reserved,ec2,us-gov-west-1,c3.2xlarge,,,mswinSQL,heavy,1,allUpfront,,11751.0
reserved,ec2,us-gov-west-1,c3.2xlarge,,,mswinSQL,heavy,1,noUpfront,1.602,
reserved,ec2,us-gov-west-1,c3.2xlarge,,,mswinSQL,heavy,1,partialUpfront,0.8210000000000001,4799.0
reserved,ec2,us-gov-west-1,c3.2xlarge,,,mswinSQL,heavy,3,allUpfront,,30219.0
reserved,ec2,us-gov-west-1,c3.2xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c3.2xlarge,,,mswinSQL,heavy,3,partialUpfront,0.7340000000000001,12859.0
reserved,ec2,us-gov-west-1,c3.4xlarge,,,mswinSQL,heavy,1,allUpfront,,23502.0
reserved,ec2,us-gov-west-1,c3.4xlarge,,,mswinSQL,heavy,1,noUpfront,3.2030000000000003,
reserved,ec2,us-gov-west-1,c3.4xlarge,,,mswinSQL,heavy,1,partialUpfront,1.6420000000000001,9598.0
reserved,ec2,us-gov-west-1,c3.4xlarge,,,mswinSQL,heavy,3,allUpfront,,60462.0
reserved,ec2,us-gov-west-1,c3.4xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c3.4xlarge,,,mswinSQL,heavy,3,partialUpfront,1.4689999999999999,25717.0
reserved,ec2,us-gov-west-1,c3.8xlarge,,,mswinSQL,heavy,1,allUpfront,,47012.0
reserved,ec2,us-gov-west-1,c3.8xlarge,,,mswinSQL,heavy,1,noUpfront,6.406999999999999,
reserved,ec2,us-gov-west-1,c3.8xlarge,,,mswinSQL,heavy,1,partialUpfront,3.285,19195.0
reserved,ec2,us-gov-west-1,c3.8xlarge,,,mswinSQL,heavy,3,allUpfront,,120900.0
reserved,ec2,us-gov-west-1,c3.8xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,c3.8xlarge,,,mswinSQL,heavy,3,partialUpfront,2.9370000000000003,51433.0
reserved,ec2,us-gov-west-1,x1.16xlarge,,,mswinSQL,heavy,1,allUpfront,,252061.0
reserved,ec2,us-gov-west-1,x1.16xlarge,,,mswinSQL,heavy,1,noUpfront,29.666493150684932,
reserved,ec2,us-gov-west-1,x1.16xlarge,,,mswinSQL,heavy,1,partialUpfront,14.434,126442.0
reserved,ec2,us-gov-west-1,x1.16xlarge,,,mswinSQL,heavy,3,allUpfront,,694057.0
reserved,ec2,us-gov-west-1,x1.16xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,x1.16xlarge,,,mswinSQL,heavy,3,partialUpfront,13.27650684931507,348906.0
reserved,ec2,us-gov-west-1,x1.32xlarge,,,mswinSQL,heavy,1,allUpfront,,504130.0
reserved,ec2,us-gov-west-1,x1.32xlarge,,,mswinSQL,heavy,1,noUpfront,59.33380821917808,
reserved,ec2,us-gov-west-1,x1.32xlarge,,,mswinSQL,heavy,1,partialUpfront,28.86849315068493,252888.0
reserved,ec2,us-gov-west-1,x1.32xlarge,,,mswinSQL,heavy,3,allUpfront,,1388166.0
reserved,ec2,us-gov-west-1,x1.32xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,x1.32xlarge,,,mswinSQL,heavy,3,partialUpfront,26.554,697839.0
reserved,ec2,us-gov-west-1,r3.large,,,mswinSQL,heavy,1,allUpfront,,6267.0
reserved,ec2,us-gov-west-1,r3.large,,,mswinSQL,heavy,1,noUpfront,0.854,
reserved,ec2,us-gov-west-1,r3.large,,,mswinSQL,heavy,1,partialUpfront,0.256,4153.0
reserved,ec2,us-gov-west-1,r3.large,,,mswinSQL,heavy,3,allUpfront,,16045.0
reserved,ec2,us-gov-west-1,r3.large,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.large,,,mswinSQL,heavy,3,partialUpfront,0.227,11093.0
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswinSQL,heavy,1,allUpfront,,9212.0
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswinSQL,heavy,1,noUpfront,1.256,
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswinSQL,heavy,1,partialUpfront,0.376,6107.0
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswinSQL,heavy,3,allUpfront,,23563.0
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.xlarge,,,mswinSQL,heavy,3,partialUpfront,0.33399999999999996,16294.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswinSQL,heavy,1,allUpfront,,18321.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswinSQL,heavy,1,noUpfront,2.4979999999999998,
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswinSQL,heavy,1,partialUpfront,0.7469999999999999,12151.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswinSQL,heavy,3,allUpfront,,46852.0
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.2xlarge,,,mswinSQL,heavy,3,partialUpfront,0.664,32399.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswinSQL,heavy,1,allUpfront,,30890.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswinSQL,heavy,1,noUpfront,4.21,
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswinSQL,heavy,1,partialUpfront,1.26,20481.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswinSQL,heavy,3,allUpfront,,78876.0
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.4xlarge,,,mswinSQL,heavy,3,partialUpfront,1.117,54568.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswinSQL,heavy,1,allUpfront,,58197.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswinSQL,heavy,1,noUpfront,7.9319999999999995,
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswinSQL,heavy,1,partialUpfront,2.3729999999999998,38595.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswinSQL,heavy,3,allUpfront,,148541.0
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,r3.8xlarge,,,mswinSQL,heavy,3,partialUpfront,2.102,102781.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswinSQL,heavy,1,allUpfront,,6262.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswinSQL,heavy,1,noUpfront,0.854,
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswinSQL,heavy,1,partialUpfront,0.365,3193.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswinSQL,heavy,3,allUpfront,,13918.0
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.xlarge,,,mswinSQL,heavy,3,partialUpfront,0.31,6660.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswinSQL,heavy,1,allUpfront,,12526.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswinSQL,heavy,1,noUpfront,1.7069999999999999,
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswinSQL,heavy,1,partialUpfront,0.73,6387.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswinSQL,heavy,3,allUpfront,,27834.0
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.2xlarge,,,mswinSQL,heavy,3,partialUpfront,0.62,13318.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswinSQL,heavy,1,allUpfront,,25030.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswinSQL,heavy,1,noUpfront,3.4110000000000005,
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswinSQL,heavy,1,partialUpfront,1.458,12769.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswinSQL,heavy,3,allUpfront,,55633.0
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.4xlarge,,,mswinSQL,heavy,3,partialUpfront,1.239,26624.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswinSQL,heavy,1,allUpfront,,50060.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswinSQL,heavy,1,noUpfront,6.8229999999999995,
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswinSQL,heavy,1,partialUpfront,2.916,25538.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswinSQL,heavy,3,allUpfront,,111242.0
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswinSQL,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,i2.8xlarge,,,mswinSQL,heavy,3,partialUpfront,2.477,53247.0
reserved,ec2,us-gov-west-1,t2.micro,,,mswinSQLWeb,heavy,1,allUpfront,,359.0
reserved,ec2,us-gov-west-1,t2.micro,,,mswinSQLWeb,heavy,1,noUpfront,0.049,
reserved,ec2,us-gov-west-1,t2.micro,,,mswinSQLWeb,heavy,1,partialUpfront,0.017,218.0
reserved,ec2,us-gov-west-1,t2.micro,,,mswinSQLWeb,heavy,3,allUpfront,,946.0
reserved,ec2,us-gov-west-1,t2.micro,,,mswinSQLWeb,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,t2.micro,,,mswinSQLWeb,heavy,3,partialUpfront,0.014,639.0
reserved,ec2,us-gov-west-1,t2.small,,,mswinSQLWeb,heavy,1,allUpfront,,720.0
reserved,ec2,us-gov-west-1,t2.small,,,mswinSQLWeb,heavy,1,noUpfront,0.098,
reserved,ec2,us-gov-west-1,t2.small,,,mswinSQLWeb,heavy,1,partialUpfront,0.034,437.0
reserved,ec2,us-gov-west-1,t2.small,,,mswinSQLWeb,heavy,3,allUpfront,,1843.0
reserved,ec2,us-gov-west-1,t2.small,,,mswinSQLWeb,heavy,3,noUpfront,,
reserved,ec2,us-gov-west-1,t2.small,,,mswinSQLWeb,heavy,3,partialUpfront,0.026000000000000002,1278.0
reserved,ec2,us-gov-west-1,t2.medium,,,mswinSQLWeb,heavy,1,allUpfront,,1430.0
reserved,ec2,us-gov-west-1,t2.medium,,,mswinSQLWeb,heavy,1,noUpfront,0.19499999999999998,
reserved,ec2,us-gov-west-1,t2.medium,,,mswinSQLWeb,heavy,1,partialUpfront,0.06699999999999999,873.0
