reserved_od,service,region,type,multiaz,license,os/db,utilization,term,payment_type,price,upfront
reserved,ec2,us-west-2,i2.2xlarge,,,rhel,heavy,3,allUpfront,,12586.0
reserved,ec2,us-west-2,i2.2xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,i2.2xlarge,,,rhel,heavy,3,partialUpfront,0.301,5480.0
reserved,ec2,us-west-2,i2.4xlarge,,,rhel,heavy,1,allUpfront,,12980.0
reserved,ec2,us-west-2,i2.4xlarge,,,rhel,heavy,1,noUpfront,1.826,
reserved,ec2,us-west-2,i2.4xlarge,,,rhel,heavy,1,partialUpfront,0.6809999999999999,7280.0
reserved,ec2,us-west-2,i2.4xlarge,,,rhel,heavy,3,allUpfront,,23691.0
reserved,ec2,us-west-2,i2.4xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,i2.4xlarge,,,rhel,heavy,3,partialUpfront,0.542,10960.0
reserved,ec2,us-west-2,i2.8xlarge,,,rhel,heavy,1,allUpfront,,25446.0
reserved,ec2,us-west-2,i2.8xlarge,,,rhel,heavy,1,noUpfront,3.522,
reserved,ec2,us-west-2,i2.8xlarge,,,rhel,heavy,1,partialUpfront,1.302,14560.0
reserved,ec2,us-west-2,i2.8xlarge,,,rhel,heavy,3,allUpfront,,45900.0
reserved,ec2,us-west-2,i2.8xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,i2.8xlarge,,,rhel,heavy,3,partialUpfront,1.024,21920.0
reserved,ec2,us-west-2,d2.xlarge,,,rhel,heavy,1,allUpfront,,3468.0
reserved,ec2,us-west-2,d2.xlarge,,,rhel,heavy,1,noUpfront,0.46199999999999997,
reserved,ec2,us-west-2,d2.xlarge,,,rhel,heavy,1,partialUpfront,0.232,1506.0
reserved,ec2,us-west-2,d2.xlarge,,,rhel,heavy,3,allUpfront,,6677.0
reserved,ec2,us-west-2,d2.xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,d2.xlarge,,,rhel,heavy,3,partialUpfront,0.165,2767.0
reserved,ec2,us-west-2,d2.2xlarge,,,rhel,heavy,1,allUpfront,,7021.0
reserved,ec2,us-west-2,d2.2xlarge,,,rhel,heavy,1,noUpfront,0.934,
reserved,ec2,us-west-2,d2.2xlarge,,,rhel,heavy,1,partialUpfront,0.474,3012.0
reserved,ec2,us-west-2,d2.2xlarge,,,rhel,heavy,3,allUpfront,,13601.0
reserved,ec2,us-west-2,d2.2xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,d2.2xlarge,,,rhel,heavy,3,partialUpfront,0.33999999999999997,5534.0
reserved,ec2,us-west-2,d2.4xlarge,,,rhel,heavy,1,allUpfront,,12926.0
reserved,ec2,us-west-2,d2.4xlarge,,,rhel,heavy,1,noUpfront,1.738,
reserved,ec2,us-west-2,d2.4xlarge,,,rhel,heavy,1,partialUpfront,0.818,6024.0
reserved,ec2,us-west-2,d2.4xlarge,,,rhel,heavy,3,allUpfront,,23991.0
reserved,ec2,us-west-2,d2.4xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,d2.4xlarge,,,rhel,heavy,3,partialUpfront,0.55,11068.0
reserved,ec2,us-west-2,d2.8xlarge,,,rhel,heavy,1,allUpfront,,24736.0
reserved,ec2,us-west-2,d2.8xlarge,,,rhel,heavy,1,noUpfront,3.346,
reserved,ec2,us-west-2,d2.8xlarge,,,rhel,heavy,1,partialUpfront,1.5060000000000002,12048.0
reserved,ec2,us-west-2,d2.8xlarge,,,rhel,heavy,3,allUpfront,,44770.0
reserved,ec2,us-west-2,d2.8xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,d2.8xlarge,,,rhel,heavy,3,partialUpfront,0.9700000000000001,22136.0
reserved,ec2,us-west-2,p2.xlarge,,,rhel,heavy,1,allUpfront,,5548.0
reserved,ec2,us-west-2,p2.xlarge,,,rhel,heavy,1,noUpfront,0.7444520547945206,
reserved,ec2,us-west-2,p2.xlarge,,,rhel,heavy,1,partialUpfront,0.3524931506849315,2562.0
reserved,ec2,us-west-2,p2.xlarge,,,rhel,heavy,3,allUpfront,,12076.0
reserved,ec2,us-west-2,p2.xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,p2.xlarge,,,rhel,heavy,3,partialUpfront,0.27249315068493146,5584.0
reserved,ec2,us-west-2,p2.8xlarge,,,rhel,heavy,1,allUpfront,,41316.0
reserved,ec2,us-west-2,p2.8xlarge,,,rhel,heavy,1,noUpfront,5.605602739726027,
reserved,ec2,us-west-2,p2.8xlarge,,,rhel,heavy,1,partialUpfront,2.4699999999999998,20498.0
reserved,ec2,us-west-2,p2.8xlarge,,,rhel,heavy,3,allUpfront,,87407.0
reserved,ec2,us-west-2,p2.8xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,p2.8xlarge,,,rhel,heavy,3,partialUpfront,1.83,44676.0
reserved,ec2,us-west-2,p2.16xlarge,,,rhel,heavy,1,allUpfront,,81493.0
reserved,ec2,us-west-2,p2.16xlarge,,,rhel,heavy,1,noUpfront,11.081205479452054,
reserved,ec2,us-west-2,p2.16xlarge,,,rhel,heavy,1,partialUpfront,4.8100000000000005,40997.0
reserved,ec2,us-west-2,p2.16xlarge,,,rhel,heavy,3,allUpfront,,171398.0
reserved,ec2,us-west-2,p2.16xlarge,,,rhel,heavy,3,noUpfront,,
reserved,ec2,us-west-2,p2.16xlarge,,,rhel,heavy,3,partialUpfront,3.5300000000000002,89352.0
reserved,ec2,us-west-2,t2.nano,,,sles,heavy,1,allUpfront,,113.0
reserved,ec2,us-west-2,t2.nano,,,sles,heavy,1,noUpfront,0.014506849315068493,
reserved,ec2,us-west-2,t2.nano,,,sles,heavy,1,partialUpfront,0.007506849315068493,47.0
reserved,ec2,us-west-2,t2.nano,,,sles,heavy,3,allUpfront,,278.0
reserved,ec2,us-west-2,t2.nano,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,t2.nano,,,sles,heavy,3,partialUpfront,0.007,98.0
reserved,ec2,us-west-2,t2.micro,,,sles,heavy,1,allUpfront,,148.0
reserved,ec2,us-west-2,t2.micro,,,sles,heavy,1,noUpfront,0.018000000000000002,
reserved,ec2,us-west-2,t2.micro,,,sles,heavy,1,partialUpfront,0.009000000000000001,73.0
reserved,ec2,us-west-2,t2.micro,,,sles,heavy,3,allUpfront,,341.0
reserved,ec2,us-west-2,t2.micro,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,t2.micro,,,sles,heavy,3,partialUpfront,0.008,153.0
reserved,ec2,us-west-2,t2.small,,,sles,heavy,1,allUpfront,,349.0
reserved,ec2,us-west-2,t2.small,,,sles,heavy,1,noUpfront,0.042,
reserved,ec2,us-west-2,t2.small,,,sles,heavy,1,partialUpfront,0.019,190.0
reserved,ec2,us-west-2,t2.small,,,sles,heavy,3,allUpfront,,790.0
reserved,ec2,us-west-2,t2.small,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,t2.small,,,sles,heavy,3,partialUpfront,0.017,394.0
reserved,ec2,us-west-2,t2.medium,,,sles,heavy,1,allUpfront,,587.0
reserved,ec2,us-west-2,t2.medium,,,sles,heavy,1,noUpfront,0.07200000000000001,
reserved,ec2,us-west-2,t2.medium,,,sles,heavy,1,partialUpfront,0.025,380.0
reserved,ec2,us-west-2,t2.medium,,,sles,heavy,3,allUpfront,,1259.0
reserved,ec2,us-west-2,t2.medium,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,t2.medium,,,sles,heavy,3,partialUpfront,0.021,788.0
reserved,ec2,us-west-2,t2.large,,,sles,heavy,1,allUpfront,,876.0
reserved,ec2,us-west-2,t2.large,,,sles,heavy,1,noUpfront,0.111,
reserved,ec2,us-west-2,t2.large,,,sles,heavy,1,partialUpfront,0.037000000000000005,584.0
reserved,ec2,us-west-2,t2.large,,,sles,heavy,3,allUpfront,,1792.0
reserved,ec2,us-west-2,t2.large,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,t2.large,,,sles,heavy,3,partialUpfront,0.029,1224.0
reserved,ec2,us-west-2,m4.large,,,sles,heavy,1,allUpfront,,893.0
reserved,ec2,us-west-2,m4.large,,,sles,heavy,1,noUpfront,0.116,
reserved,ec2,us-west-2,m4.large,,,sles,heavy,1,partialUpfront,0.048,484.0
reserved,ec2,us-west-2,m4.large,,,sles,heavy,3,allUpfront,,1867.0
reserved,ec2,us-west-2,m4.large,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m4.large,,,sles,heavy,3,partialUpfront,0.037000000000000005,976.0
reserved,ec2,us-west-2,m4.xlarge,,,sles,heavy,1,allUpfront,,1497.0
reserved,ec2,us-west-2,m4.xlarge,,,sles,heavy,1,noUpfront,0.197,
reserved,ec2,us-west-2,m4.xlarge,,,sles,heavy,1,partialUpfront,0.083,792.0
reserved,ec2,us-west-2,m4.xlarge,,,sles,heavy,3,allUpfront,,3041.0
reserved,ec2,us-west-2,m4.xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m4.xlarge,,,sles,heavy,3,partialUpfront,0.061,1600.0
reserved,ec2,us-west-2,m4.2xlarge,,,sles,heavy,1,allUpfront,,2704.0
reserved,ec2,us-west-2,m4.2xlarge,,,sles,heavy,1,noUpfront,0.362,
reserved,ec2,us-west-2,m4.2xlarge,,,sles,heavy,1,partialUpfront,0.154,1407.0
reserved,ec2,us-west-2,m4.2xlarge,,,sles,heavy,3,allUpfront,,5388.0
reserved,ec2,us-west-2,m4.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m4.2xlarge,,,sles,heavy,3,partialUpfront,0.108,2849.0
reserved,ec2,us-west-2,m4.4xlarge,,,sles,heavy,1,allUpfront,,5118.0
reserved,ec2,us-west-2,m4.4xlarge,,,sles,heavy,1,noUpfront,0.6910000000000001,
reserved,ec2,us-west-2,m4.4xlarge,,,sles,heavy,1,partialUpfront,0.294,2639.0
reserved,ec2,us-west-2,m4.4xlarge,,,sles,heavy,3,allUpfront,,10081.0
reserved,ec2,us-west-2,m4.4xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m4.4xlarge,,,sles,heavy,3,partialUpfront,0.20299999999999999,5345.0
reserved,ec2,us-west-2,m4.10xlarge,,,sles,heavy,1,allUpfront,,12361.0
reserved,ec2,us-west-2,m4.10xlarge,,,sles,heavy,1,noUpfront,1.6780000000000002,
reserved,ec2,us-west-2,m4.10xlarge,,,sles,heavy,1,partialUpfront,0.716,6334.0
reserved,ec2,us-west-2,m4.10xlarge,,,sles,heavy,3,allUpfront,,24162.0
reserved,ec2,us-west-2,m4.10xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m4.10xlarge,,,sles,heavy,3,partialUpfront,0.488,12835.0
reserved,ec2,us-west-2,m4.16xlarge,,,sles,heavy,1,allUpfront,,19604.0
reserved,ec2,us-west-2,m4.16xlarge,,,sles,heavy,1,noUpfront,2.665,
reserved,ec2,us-west-2,m4.16xlarge,,,sles,heavy,1,partialUpfront,1.1377945205479452,10029.0
reserved,ec2,us-west-2,m4.16xlarge,,,sles,heavy,3,allUpfront,,38243.0
reserved,ec2,us-west-2,m4.16xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m4.16xlarge,,,sles,heavy,3,partialUpfront,0.7729999999999999,20325.0
reserved,ec2,us-west-2,m3.medium,,,sles,heavy,1,allUpfront,,638.0
reserved,ec2,us-west-2,m3.medium,,,sles,heavy,1,noUpfront,0.081,
reserved,ec2,us-west-2,m3.medium,,,sles,heavy,1,partialUpfront,0.029,398.0
reserved,ec2,us-west-2,m3.medium,,,sles,heavy,3,allUpfront,,1289.0
reserved,ec2,us-west-2,m3.medium,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m3.medium,,,sles,heavy,3,partialUpfront,0.026000000000000002,689.0
reserved,ec2,us-west-2,m3.large,,,sles,heavy,1,allUpfront,,998.0
reserved,ec2,us-west-2,m3.large,,,sles,heavy,1,noUpfront,0.128,
reserved,ec2,us-west-2,m3.large,,,sles,heavy,1,partialUpfront,0.048,597.0
reserved,ec2,us-west-2,m3.large,,,sles,heavy,3,allUpfront,,1976.0
reserved,ec2,us-west-2,m3.large,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m3.large,,,sles,heavy,3,partialUpfront,0.041,1025.0
reserved,ec2,us-west-2,m3.xlarge,,,sles,heavy,1,allUpfront,,1713.0
reserved,ec2,us-west-2,m3.xlarge,,,sles,heavy,1,noUpfront,0.22299999999999998,
reserved,ec2,us-west-2,m3.xlarge,,,sles,heavy,1,partialUpfront,0.083,1018.0
reserved,ec2,us-west-2,m3.xlarge,,,sles,heavy,3,allUpfront,,3349.0
reserved,ec2,us-west-2,m3.xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m3.xlarge,,,sles,heavy,3,partialUpfront,0.071,1697.0
reserved,ec2,us-west-2,m3.2xlarge,,,sles,heavy,1,allUpfront,,3125.0
reserved,ec2,us-west-2,m3.2xlarge,,,sles,heavy,1,noUpfront,0.41300000000000003,
reserved,ec2,us-west-2,m3.2xlarge,,,sles,heavy,1,partialUpfront,0.152,1859.0
reserved,ec2,us-west-2,m3.2xlarge,,,sles,heavy,3,allUpfront,,6096.0
reserved,ec2,us-west-2,m3.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,m3.2xlarge,,,sles,heavy,3,partialUpfront,0.131,3043.0
reserved,ec2,us-west-2,c4.large,,,sles,heavy,1,allUpfront,,866.0
reserved,ec2,us-west-2,c4.large,,,sles,heavy,1,noUpfront,0.111,
reserved,ec2,us-west-2,c4.large,,,sles,heavy,1,partialUpfront,0.046,471.0
reserved,ec2,us-west-2,c4.large,,,sles,heavy,3,allUpfront,,1767.0
reserved,ec2,us-west-2,c4.large,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c4.large,,,sles,heavy,3,partialUpfront,0.035,919.0
reserved,ec2,us-west-2,c4.xlarge,,,sles,heavy,1,allUpfront,,1441.0
reserved,ec2,us-west-2,c4.xlarge,,,sles,heavy,1,noUpfront,0.188,
reserved,ec2,us-west-2,c4.xlarge,,,sles,heavy,1,partialUpfront,0.08,766.0
reserved,ec2,us-west-2,c4.xlarge,,,sles,heavy,3,allUpfront,,2839.0
reserved,ec2,us-west-2,c4.xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c4.xlarge,,,sles,heavy,3,partialUpfront,0.057,1486.0
reserved,ec2,us-west-2,c4.2xlarge,,,sles,heavy,1,allUpfront,,2593.0
reserved,ec2,us-west-2,c4.2xlarge,,,sles,heavy,1,noUpfront,0.34400000000000003,
reserved,ec2,us-west-2,c4.2xlarge,,,sles,heavy,1,partialUpfront,0.147,1357.0
reserved,ec2,us-west-2,c4.2xlarge,,,sles,heavy,3,allUpfront,,4984.0
reserved,ec2,us-west-2,c4.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c4.2xlarge,,,sles,heavy,3,partialUpfront,0.1,2621.0
reserved,ec2,us-west-2,c4.4xlarge,,,sles,heavy,1,allUpfront,,4897.0
reserved,ec2,us-west-2,c4.4xlarge,,,sles,heavy,1,noUpfront,0.654,
reserved,ec2,us-west-2,c4.4xlarge,,,sles,heavy,1,partialUpfront,0.28,2537.0
reserved,ec2,us-west-2,c4.4xlarge,,,sles,heavy,3,allUpfront,,9274.0
reserved,ec2,us-west-2,c4.4xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c4.4xlarge,,,sles,heavy,3,partialUpfront,0.188,4889.0
reserved,ec2,us-west-2,c4.8xlarge,,,sles,heavy,1,allUpfront,,9503.0
reserved,ec2,us-west-2,c4.8xlarge,,,sles,heavy,1,noUpfront,1.275,
reserved,ec2,us-west-2,c4.8xlarge,,,sles,heavy,1,partialUpfront,0.547,4898.0
reserved,ec2,us-west-2,c4.8xlarge,,,sles,heavy,3,allUpfront,,17855.0
reserved,ec2,us-west-2,c4.8xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c4.8xlarge,,,sles,heavy,3,partialUpfront,0.363,9426.0
reserved,ec2,us-west-2,c3.large,,,sles,heavy,1,allUpfront,,809.0
reserved,ec2,us-west-2,c3.large,,,sles,heavy,1,noUpfront,0.10899999999999999,
reserved,ec2,us-west-2,c3.large,,,sles,heavy,1,partialUpfront,0.037000000000000005,502.0
reserved,ec2,us-west-2,c3.large,,,sles,heavy,3,allUpfront,,1623.0
reserved,ec2,us-west-2,c3.large,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c3.large,,,sles,heavy,3,partialUpfront,0.033,860.0
reserved,ec2,us-west-2,c3.xlarge,,,sles,heavy,1,allUpfront,,1360.0
reserved,ec2,us-west-2,c3.xlarge,,,sles,heavy,1,noUpfront,0.18200000000000002,
reserved,ec2,us-west-2,c3.xlarge,,,sles,heavy,1,partialUpfront,0.064,828.0
reserved,ec2,us-west-2,c3.xlarge,,,sles,heavy,3,allUpfront,,2669.0
reserved,ec2,us-west-2,c3.xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c3.xlarge,,,sles,heavy,3,partialUpfront,0.056,1368.0
reserved,ec2,us-west-2,c3.2xlarge,,,sles,heavy,1,allUpfront,,2437.0
reserved,ec2,us-west-2,c3.2xlarge,,,sles,heavy,1,noUpfront,0.328,
reserved,ec2,us-west-2,c3.2xlarge,,,sles,heavy,1,partialUpfront,0.115,1480.0
reserved,ec2,us-west-2,c3.2xlarge,,,sles,heavy,3,allUpfront,,4735.0
reserved,ec2,us-west-2,c3.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c3.2xlarge,,,sles,heavy,3,partialUpfront,0.101,2383.0
reserved,ec2,us-west-2,c3.4xlarge,,,sles,heavy,1,allUpfront,,4616.0
reserved,ec2,us-west-2,c3.4xlarge,,,sles,heavy,1,noUpfront,0.62,
reserved,ec2,us-west-2,c3.4xlarge,,,sles,heavy,1,partialUpfront,0.22,2784.0
reserved,ec2,us-west-2,c3.4xlarge,,,sles,heavy,3,allUpfront,,8868.0
reserved,ec2,us-west-2,c3.4xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c3.4xlarge,,,sles,heavy,3,partialUpfront,0.191,4415.0
reserved,ec2,us-west-2,c3.8xlarge,,,sles,heavy,1,allUpfront,,8958.0
reserved,ec2,us-west-2,c3.8xlarge,,,sles,heavy,1,noUpfront,1.204,
reserved,ec2,us-west-2,c3.8xlarge,,,sles,heavy,1,partialUpfront,0.428,5392.0
reserved,ec2,us-west-2,c3.8xlarge,,,sles,heavy,3,allUpfront,,17109.0
reserved,ec2,us-west-2,c3.8xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,c3.8xlarge,,,sles,heavy,3,partialUpfront,0.37000000000000005,8478.0
reserved,ec2,us-west-2,g2.2xlarge,,,sles,heavy,1,allUpfront,,3754.0
reserved,ec2,us-west-2,g2.2xlarge,,,sles,heavy,1,noUpfront,0.51,
reserved,ec2,us-west-2,g2.2xlarge,,,sles,heavy,1,partialUpfront,0.154,2482.0
reserved,ec2,us-west-2,g2.2xlarge,,,sles,heavy,3,allUpfront,,8038.0
reserved,ec2,us-west-2,g2.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,g2.2xlarge,,,sles,heavy,3,partialUpfront,0.07200000000000001,6659.0
reserved,ec2,us-west-2,g2.8xlarge,,,sles,heavy,1,allUpfront,,14196.0
reserved,ec2,us-west-2,g2.8xlarge,,,sles,heavy,1,noUpfront,1.9329999999999998,
reserved,ec2,us-west-2,g2.8xlarge,,,sles,heavy,1,partialUpfront,0.581,9400.0
reserved,ec2,us-west-2,g2.8xlarge,,,sles,heavy,3,allUpfront,,30292.0
reserved,ec2,us-west-2,g2.8xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,g2.8xlarge,,,sles,heavy,3,partialUpfront,0.253,25580.0
reserved,ec2,us-west-2,x1.16xlarge,,,sles,heavy,1,allUpfront,,33891.0
reserved,ec2,us-west-2,x1.16xlarge,,,sles,heavy,1,noUpfront,4.612383561643836,
reserved,ec2,us-west-2,x1.16xlarge,,,sles,heavy,1,partialUpfront,1.97,17319.0
reserved,ec2,us-west-2,x1.16xlarge,,,sles,heavy,3,allUpfront,,49730.0
reserved,ec2,us-west-2,x1.16xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,x1.16xlarge,,,sles,heavy,3,partialUpfront,1.0055068493150685,26435.0
reserved,ec2,us-west-2,x1.32xlarge,,,sles,heavy,1,allUpfront,,67489.0
reserved,ec2,us-west-2,x1.32xlarge,,,sles,heavy,1,noUpfront,9.186315068493151,
reserved,ec2,us-west-2,x1.32xlarge,,,sles,heavy,1,partialUpfront,3.9246712328767126,34461.0
reserved,ec2,us-west-2,x1.32xlarge,,,sles,heavy,3,allUpfront,,98766.0
reserved,ec2,us-west-2,x1.32xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,x1.32xlarge,,,sles,heavy,3,partialUpfront,1.9969041095890412,52518.0
reserved,ec2,us-west-2,r3.large,,,sles,heavy,1,allUpfront,,1062.0
reserved,ec2,us-west-2,r3.large,,,sles,heavy,1,noUpfront,0.13799999999999998,
reserved,ec2,us-west-2,r3.large,,,sles,heavy,1,partialUpfront,0.044,690.0
reserved,ec2,us-west-2,r3.large,,,sles,heavy,3,allUpfront,,2215.0
reserved,ec2,us-west-2,r3.large,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,r3.large,,,sles,heavy,3,partialUpfront,0.037000000000000005,1333.0
reserved,ec2,us-west-2,r3.xlarge,,,sles,heavy,1,allUpfront,,1835.0
reserved,ec2,us-west-2,r3.xlarge,,,sles,heavy,1,noUpfront,0.242,
reserved,ec2,us-west-2,r3.xlarge,,,sles,heavy,1,partialUpfront,0.076,1204.0
reserved,ec2,us-west-2,r3.xlarge,,,sles,heavy,3,allUpfront,,3759.0
reserved,ec2,us-west-2,r3.xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,r3.xlarge,,,sles,heavy,3,partialUpfront,0.062,2315.0
reserved,ec2,us-west-2,r3.2xlarge,,,sles,heavy,1,allUpfront,,3380.0
reserved,ec2,us-west-2,r3.2xlarge,,,sles,heavy,1,noUpfront,0.451,
reserved,ec2,us-west-2,r3.2xlarge,,,sles,heavy,1,partialUpfront,0.13799999999999998,2232.0
reserved,ec2,us-west-2,r3.2xlarge,,,sles,heavy,3,allUpfront,,6824.0
reserved,ec2,us-west-2,r3.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,r3.2xlarge,,,sles,heavy,3,partialUpfront,0.112,4277.0
reserved,ec2,us-west-2,r3.4xlarge,,,sles,heavy,1,allUpfront,,6472.0
reserved,ec2,us-west-2,r3.4xlarge,,,sles,heavy,1,noUpfront,0.869,
reserved,ec2,us-west-2,r3.4xlarge,,,sles,heavy,1,partialUpfront,0.264,4288.0
reserved,ec2,us-west-2,r3.4xlarge,,,sles,heavy,3,allUpfront,,12955.0
reserved,ec2,us-west-2,r3.4xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,r3.4xlarge,,,sles,heavy,3,partialUpfront,0.211,8203.0
reserved,ec2,us-west-2,r3.8xlarge,,,sles,heavy,1,allUpfront,,12654.0
reserved,ec2,us-west-2,r3.8xlarge,,,sles,heavy,1,noUpfront,1.705,
reserved,ec2,us-west-2,r3.8xlarge,,,sles,heavy,1,partialUpfront,0.515,8399.0
reserved,ec2,us-west-2,r3.8xlarge,,,sles,heavy,3,allUpfront,,25215.0
reserved,ec2,us-west-2,r3.8xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,r3.8xlarge,,,sles,heavy,3,partialUpfront,0.408,16054.0
reserved,ec2,us-west-2,i2.xlarge,,,sles,heavy,1,allUpfront,,3389.0
reserved,ec2,us-west-2,i2.xlarge,,,sles,heavy,1,noUpfront,0.46,
reserved,ec2,us-west-2,i2.xlarge,,,sles,heavy,1,partialUpfront,0.16699999999999998,1996.0
reserved,ec2,us-west-2,i2.xlarge,,,sles,heavy,3,allUpfront,,6192.0
reserved,ec2,us-west-2,i2.xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,i2.xlarge,,,sles,heavy,3,partialUpfront,0.133,3092.0
reserved,ec2,us-west-2,i2.2xlarge,,,sles,heavy,1,allUpfront,,6512.0
reserved,ec2,us-west-2,i2.2xlarge,,,sles,heavy,1,noUpfront,0.8840000000000001,
reserved,ec2,us-west-2,i2.2xlarge,,,sles,heavy,1,partialUpfront,0.323,3816.0
reserved,ec2,us-west-2,i2.2xlarge,,,sles,heavy,3,allUpfront,,11731.0
reserved,ec2,us-west-2,i2.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,i2.2xlarge,,,sles,heavy,3,partialUpfront,0.253,5832.0
reserved,ec2,us-west-2,i2.4xlarge,,,sles,heavy,1,allUpfront,,12741.0
reserved,ec2,us-west-2,i2.4xlarge,,,sles,heavy,1,noUpfront,1.7319999999999998,
reserved,ec2,us-west-2,i2.4xlarge,,,sles,heavy,1,partialUpfront,0.633,7456.0
reserved,ec2,us-west-2,i2.4xlarge,,,sles,heavy,3,allUpfront,,22836.0
reserved,ec2,us-west-2,i2.4xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,i2.4xlarge,,,sles,heavy,3,partialUpfront,0.494,11312.0
reserved,ec2,us-west-2,i2.8xlarge,,,sles,heavy,1,allUpfront,,25206.0
reserved,ec2,us-west-2,i2.8xlarge,,,sles,heavy,1,noUpfront,3.428,
reserved,ec2,us-west-2,i2.8xlarge,,,sles,heavy,1,partialUpfront,1.254,14736.0
reserved,ec2,us-west-2,i2.8xlarge,,,sles,heavy,3,allUpfront,,45046.0
reserved,ec2,us-west-2,i2.8xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,i2.8xlarge,,,sles,heavy,3,partialUpfront,0.976,22272.0
reserved,ec2,us-west-2,d2.xlarge,,,sles,heavy,1,allUpfront,,3237.0
reserved,ec2,us-west-2,d2.xlarge,,,sles,heavy,1,noUpfront,0.43900000000000006,
reserved,ec2,us-west-2,d2.xlarge,,,sles,heavy,1,partialUpfront,0.18500000000000003,1682.0
reserved,ec2,us-west-2,d2.xlarge,,,sles,heavy,3,allUpfront,,5847.0
reserved,ec2,us-west-2,d2.xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,d2.xlarge,,,sles,heavy,3,partialUpfront,0.11800000000000001,3119.0
reserved,ec2,us-west-2,d2.2xlarge,,,sles,heavy,1,allUpfront,,6189.0
reserved,ec2,us-west-2,d2.2xlarge,,,sles,heavy,1,noUpfront,0.841,
reserved,ec2,us-west-2,d2.2xlarge,,,sles,heavy,1,partialUpfront,0.35700000000000004,3188.0
reserved,ec2,us-west-2,d2.2xlarge,,,sles,heavy,3,allUpfront,,11042.0
reserved,ec2,us-west-2,d2.2xlarge,,,sles,heavy,3,noUpfront,,
reserved,ec2,us-west-2,d2.2xlarge,,,sles,heavy,3,partialUpfront,0.22299999999999998,5886.0
reserved,ec2,us-west-2,d2.4xlarge,,,sles,heavy,1,allUpfront,,12094.0
reserved,ec2,us-west-2,d2.4xlarge,,,sles,heavy,1,noUpfront,1.6449999999999998,
reserved,ec2,us-west-2,d2.4xlarge,,,sles,heavy,1,partialUpfront,0.7010000000000001,6200.0
